VOIE_ID;Arrondissement;Libellé voie long;type voie court;dénomination voie court;Geo Point
8772;75002;RUE SAINT AUGUSTIN;RUE;SAINT AUGUSTIN;48.86888, 2.335881
8776;75011;PASSAGE SAINT BERNARD;PAS;SAINT BERNARD;48.851529, 2.379788
8778;75005;QUAI SAINT BERNARD;QU;SAINT BERNARD;48.846699, 2.361189
8783;75020;RUE SAINT BLAISE;RUE;SAINT BLAISE;48.858134, 2.406949
8788;75015;MARCHE SAINT CHARLES;MAR;SAINT CHARLES;48.844673, 2.283818
8792;75015;PLACE SAINT CHARLES;PL;SAINT CHARLES;48.849065, 2.287637
8795;75012;SQUARE SAINT CHARLES;SQ;SAINT CHARLES;48.84651, 2.389756
8798;75015;RUE SAINT CHRISTOPHE;RUE;SAINT CHRISTOPHE;48.844475, 2.279553
8811;75016;RUE SAINT DIDIER;RUE;SAINT DIDIER;48.866612, 2.285082
8854;75014;RUE DU SAINT GOTHARD;RUE;DU SAINT GOTHARD;48.828823, 2.335608
8870;75014;PLACE SAINT JACQUES;PL;SAINT JACQUES;48.833401, 2.336389
8879;75011;COUR SAINT JOSEPH;CO;SAINT JOSEPH;48.852533, 2.373588
8883;75001;ALLEE SAINT JOHN PERSE;ALL;ST JOHN PERSE;
8890;75015;RUE SAINT LAMBERT;RUE;SAINT LAMBERT;48.837429, 2.291876
8901;75004;RUE SAINT LOUIS EN L ILE;RUE;SAINT L EN L ILE;48.851704, 2.356908
8903;75018;RUE SAINT LUC;RUE;SAINT LUC;48.886127, 2.354363
8912;75013;BOULEVARD SAINT MARCEL;BD;SAINT MARCEL;48.838235, 2.356561
8922;75010;RUE SAINT MAUR;RUE;SAINT MAUR;48.867302, 2.375904
8927;75004;RUE SAINT MERRI;RUE;SAINT MERRI;48.859603, 2.352314
8933;75001;PONT SAINT MICHEL;PO;SAINT MICHEL;48.865755, 2.332493
8948;75008;RUE DE SAINT PETERSBOURG;RUE;ST PETERSBOURG;48.881206, 2.325172
8956;75011;PASSAGE SAINT PIERRE AMELOT;PAS;ST PIERRE AMELOT;48.862543, 2.369394
8993;75006;RUE SAINT SULPICE;RUE;SAINT SULPICE;48.85138, 2.336278
9020;75003;RUE SAINTE ANASTASE;RUE;SAINTE ANASTASE;48.859653, 2.363768
9028;75003;PASSAGE SAINTE AVOIE;PAS;SAINTE AVOIE;48.86061, 2.356078
9037;75004;SQUARE SAINTE CROIX DE LA BRETONNERIE;SQ;S CX BRETONNERIE;48.858167, 2.354525
9053;75005;PLACE SAINTE GENEVIEVE;PL;SAINTE GENEVIEVE;48.846607, 2.347474
9073;75018;IMPASSE SAINTE MONIQUE;IMP;SAINTE MONIQUE;48.895311, 2.329444
9097;75013;RUE SIMONE WEIL;RUE;SIMONE WEIL;48.823538, 2.364148
9103;75020;RUE TACLET;RUE;TACLET;48.871515, 2.397811
9106;75013;RUE TAGORE;RUE;TAGORE;48.82059, 2.360071
9107;75020;AVENUE TAILLADE;AV;TAILLADE;48.874673, 2.39387
9108;75011;PASSAGE DES TAILLANDIERS;PAS;DES TAILLANDIERS;48.853896, 2.374843
9157;75011;BOULEVARD DU TEMPLE;BD;DU TEMPLE;48.864814, 2.365714
9170;75017;AVENUE DES TERNES;AV;DES TERNES;48.879284, 2.291448
9171;75017;PLACE DES TERNES;PL;DES TERNES;48.878109, 2.298166
9172;75017;RUE DES TERNES;RUE;DES TERNES;48.8812, 2.288644
9173;75017;VILLA DES TERNES;VLA;DES TERNES;48.878109, 2.298166
9179;75017;RUE DE LA TERRASSE;RUE;DE LA TERRASSE;48.881946, 2.31354
9180;75017;VILLA DE LA TERRASSE;VLA;DE LA TERRASSE;48.88265, 2.314349
9198;75014;RUE DU TEXEL;RUE;DU TEXEL;48.836432, 2.320208
9202;75017;RUE DE THANN;RUE;DE THANN;48.88145, 2.3097
9205;75015;RUE DU THEATRE;RUE;DU THEATRE;48.847903, 2.290663
9227;75016;AVENUE THEODORE ROUSSEAU;AV;TH ROUSSEAU;48.853923, 2.270623
9234;75012;RUE THEOPHILE ROUSSEL;RUE;TH ROUSSEL;48.84993, 2.376728
9247;75014;RUE THIBAUD;RUE;THIBAUD;48.829905, 2.327122
9256;75016;RUE THIERS;RUE;THIERS;48.866638, 2.277121
9266;75018;RUE THOLOZE;RUE;THOLOZE;48.886568, 2.335562
9270;75007;ALLEE THOMY THIERRY;ALL;THOMY THIERRY;48.85445, 2.298065
9272;75002;RUE THOREL;RUE;THOREL;48.86985, 2.349026
9276;75003;PLACE DE THORIGNY;PL;DE THORIGNY;48.859043, 2.362157
9291;75013;RUE DU TIBRE;RUE;DU TIBRE;48.821811, 2.355886
9294;75016;AVENUE DES TILLEULS;AV;DES TILLEULS;48.851013, 2.263643
9296;75008;RUE DE TILSITT;RUE;DE TILSITT;48.87516, 2.29589
9296;75017;RUE DE TILSITT;RUE;DE TILSITT;48.87516, 2.29589
9298;75015;RUE TIPHAINE;RUE;TIPHAINE;48.848974, 2.295957
9299;75002;RUE TIQUETONNE;RUE;TIQUETONNE;48.864737, 2.347771
9301;75004;RUE TIRON;RUE;TIRON;48.855728, 2.357845
9318;75013;PONT DE TOLBIAC;PO;DE TOLBIAC;48.832959, 2.381092
9371;75005;QUAI DE LA TOURNELLE;QU;DE LA TOURNELLE;48.850429, 2.353538
9375;75012;IMPASSE TOURNEUX;IMP;TOURNEUX;48.837098, 2.398526
9393;75011;RUE TOUSSAINT LOUVERTURE;RUE;T LOUVERTURE;48.866756, 2.369413
9438;75009;RUE DE LA TRINITE;RUE;DE LA TRINITE;48.87776, 2.331164
9440;75018;RUE TRISTAN TZARA;RUE;TRISTAN TZARA;48.894987, 2.364348
9444;75016;SQUARE DU TROCADERO;SQ;DU TROCADERO;48.862467, 2.282181
9448;75011;RUE DES TROIS BORNES;RUE;DES TROIS BORNES;48.866811, 2.373153
9458;75001;IMPASSE DES TROIS VISAGES;IMP;TROIS VISAGES;48.859191, 2.344524
9470;75017;RUE TROYON;RUE;TROYON;48.875965, 2.295405
9486;75014;AVENUE DE LA TUNISIE;AV;DE LA TUNISIE;48.821103, 2.336793
9488;75019;RUE DU TUNNEL;RUE;DU TUNNEL;48.879041, 2.385065
9490;75001;RUE DE TURBIGO;RUE;DE TURBIGO;48.864408, 2.351482
9490;75002;RUE DE TURBIGO;RUE;DE TURBIGO;48.864843, 2.353397
9492;75003;RUE DE TURENNE;RUE;DE TURENNE;48.859214, 2.364524
9572;75016;SQUARE D URFE;SQ;D URFE;48.848948, 2.258787
9575;75004;RUE DES URSINS;RUE;DES URSINS;48.854277, 2.351168
9614;75015;RUE VALENTIN HAUY;RUE;VALENTIN HAUY;48.846836, 2.309783
9620;75012;IMPASSE DE LA VALLEE DE FECAMP;IMP;VALLEE DE FECAMP;48.834826, 2.39897
9623;75013;PASSAGE VALLET;PAS;VALLET;48.833284, 2.359988
9633;75001;PLACE DE VALOIS;PL;DE VALOIS;48.863268, 2.33809
9645;75007;RUE VANEAU;RUE;VANEAU;48.851573, 2.319091
9664;75017;SQUARE DE VAUCLUSE;SQ;DE VAUCLUSE;48.8895, 2.299835
9670;75015;BOULEVARD DE VAUGIRARD;BD;DE VAUGIRARD;48.841514, 2.318136
3854;75015;RUE FREDERIC MISTRAL;RUE;FREDERIC MISTRAL;48.839037, 2.285676
3869;75016;RUE DES FRERES PERIER;RUE;FRERES PERIER;48.864589, 2.29999
3874;75014;RUE FRIANT;RUE;FRIANT;48.825437, 2.324106
3875;75015;ALLEE DES FRERES VOISIN;ALL;FRERES VOISIN;48.828383, 2.272628
3879;75009;RUE FROCHOT;RUE;FROCHOT;48.881438, 2.337464
3886;75011;RUE FROMENT;RUE;FROMENT;48.857292, 2.372712
3889;75017;RUE FRUCTIDOR;RUE;FRUCTIDOR;48.90095, 2.327102
3894;75006;RUE DE FURSTEMBERG;RUE;DE FURSTEMBERG;48.854381, 2.335789
3902;75012;RUE DU GABON;RUE;DU GABON;48.845516, 2.40926
3905;75012;RUE GABRIEL LAME;RUE;GABRIEL LAME;48.834281, 2.386579
3908;75006;SQUARE GABRIEL PIERNE;SQ;GABRIEL PIERNE;
3909;75017;SQUARE GABRIEL FAURE;SQ;GABRIEL FAURE;48.884769, 2.313675
3912;75018;RUE GABRIELLE;RUE;GABRIELLE;48.885764, 2.340643
3921;75002;PLACE GAILLON;PL;GAILLON;48.868989, 2.334303
3935;75017;RUE GALVANI;RUE;GALVANI;48.883968, 2.291012
3939;75020;PLACE GAMBETTA;PL;GAMBETTA;48.864823, 2.398733
3951;75018;RUE DES GARDES;RUE;DES GARDES;48.885988, 2.352985
3956;75013;QUAI DE LA GARE;QU;DE LA GARE;48.836522, 2.374609
3958;75012;RUE DE LA GARE DE REUILLY;RUE;GARE DE REUILLY;48.841864, 2.395782
3961;75016;PONT DU GARIGLIANO;PO;DU GARIGLIANO;48.839332, 2.268371
3964;75018;RUE GARREAU;RUE;GARREAU;48.885857, 2.337376
3970;75014;ALLEE GASTON BACHELARD;ALL;GASTON BACHELARD;48.826175, 2.314728
3974;75018;RUE GASTON DARBOUX;RUE;GASTON DARBOUX;48.899442, 2.369502
3975;75015;RUE GASTON DE CAILLAVET;RUE;G DE CAILLAVET;48.849259, 2.283988
3979;75019;RUE GASTON TESSIER;RUE;GASTON TESSIER;48.89601, 2.374111
3984;75020;RUE DES GATINES;RUE;DES GATINES;48.865739, 2.398295
3992;75017;RUE GAUTHEY;RUE;GAUTHEY;48.892292, 2.320961
3996;75005;RUE GAY LUSSAC;RUE;GAY LUSSAC;48.844233, 2.342098
3998;75014;RUE GAZAN;RUE;GAZAN;48.822884, 2.340505
4001;75017;PASSAGE GEFFROY DIDELOT;PAS;GEFFROY DIDELOT;48.88214, 2.317396
4003;75012;RUE DU GENERAL ARCHINARD;RUE;DU GEN ARCHINARD;48.839131, 2.412766
4007;75015;RUE DU GENERAL BARATIER;RUE;GENERAL BARATIER;48.850723, 2.299659
4009;75007;RUE DU GENERAL BERTRAND;RUE;GENERAL BERTRAND;48.847478, 2.313471
4011;75015;RUE DU GENERAL BEURET;RUE;GENERAL BEURET;48.840768, 2.302465
4012;75008;PLACE DU GENERAL BROCARD;PL;GENERAL BROCARD;48.877964, 2.305333
4015;75019;RUE DU GENERAL BRUNET;RUE;GENERAL BRUNET;48.881414, 2.392149
4019;75014;RUE DU GENERAL DE MAUD HUY;RUE;GEN DE MAUD HUY;48.824523, 2.316534
4020;75007;AVENUE DU GENERAL DETRIE;AV;GENERAL DETRIE;48.853446, 2.298479
4026;75015;RUE DU GENERAL GUILLAUMAT;RUE;GEN GUILLAUMAT;48.828348, 2.293472
4031;75016;RUE DU GENERAL LANGLOIS;RUE;GENERAL LANGLOIS;48.863298, 2.278735
4039;75016;AVENUE DU GENERAL MANGIN;AV;GENERAL MANGIN;48.854441, 2.281293
4045;75016;RUE DU GENERAL NIOX;RUE;GENERAL NIOX;48.836714, 2.262901
4047;75016;RUE DU GENERAL ROQUES;RUE;GENERAL ROQUES;48.839875, 2.255181
4049;75016;AVENUE DU GENERAL SARRAIL;AV;GENERAL SARRAIL;48.845133, 2.255692
4061;75012;RUE DU GENERAL DE LANGLE DE CARY;RUE;GEN DE L DE CARY;48.828383, 2.391814
4064;75009;RUE GEOFFROY MARIE;RUE;GEOFFROY MARIE;48.873544, 2.343987
4073;75020;CITE GEORGES A BOISSELAT ET BLANCHE;CI;G A BOISSELAT;
4085;75014;AVENUE GEORGES LAFENESTRE;AV;G LAFENESTRE;48.824646, 2.310328
4091;75008;VOIE GEORGES POMPIDOU;VO;GEORGES POMPIDOU;48.863738, 2.321482
4092;75015;RUE GEORGES PITARD;RUE;GEORGES PITARD;48.834708, 2.310312
4094;75014;RUE GEORGES SACHE;RUE;GEORGES SACHE;48.8321, 2.323593
4110;75015;RUE GERBERT;RUE;GERBERT;48.839403, 2.298213
4111;75020;PLACE DU GENERAL TESSIER DE MARGUERITTES;PL;GAL MARGUERITTES;48.851237, 2.410278
4117;75014;RUE DE GERGOVIE;RUE;DE GERGOVIE;48.832787, 2.31646
4123;75013;RUE GEORGE BALANCHINE;RUE;G BALANCHINE;48.836148, 2.37326
4129;75020;RUE GEORGES PEREC;RUE;GEORGES PEREC;48.866354, 2.407573
4153;75014;PLACE GILBERT PRIVAT;PL;GILBERT PRIVAT;48.835169, 2.329709
4156;75016;VILLA DES GLIZIERES;VLA;GLIZIERES;48.849336, 2.275104
4161;75013;AVENUE DES GOBELINS;AV;DES GOBELINS;48.835239, 2.352938
4165;75013;VILLA DES GOBELINS;VLA;DES GOBELINS;48.833749, 2.353297
4168;75008;PLACE GERARD OURY;PL;GERARD OURY;48.876398, 2.308044
4169;75015;PLACE G DE GAULLE ANTHONIOZ;PL;G DE GAULLE;48.837472, 2.296353
4170;75013;RUE GODEFROY;RUE;GODEFROY;48.831944, 2.35751
4176;75015;RUE DU GENERAL DE BOISSIEU;RUE;DE BOISSIEU;48.850723, 2.299659
4177;75016;RUE GOETHE;RUE;GOETHE;48.866105, 2.298297
4181;75002;PLACE GOLDONI;PL;GOLDONI;48.865158, 2.348572
4183;75001;RUE GOMBOUST;RUE;GOMBOUST;48.867281, 2.333128
4188;75011;RUE GONNET;RUE;GONNET;48.849867, 2.390014
4207;75018;RUE DE LA GOUTTE D OR;RUE;GOUTTE D OR;48.885021, 2.35236
4215;75017;BOULEVARD GOUVION SAINT CYR;BD;GOUVION ST CYR;48.882405, 2.286551
4232;75017;VILLA DE LA GRANDE ARMEE;VLA;GRANDE ARMEE;48.875953, 2.29044
4270;75019;RUE DE LA GRENADE;RUE;DE LA GRENADE;48.888848, 2.398641
4273;75015;PONT DE GRENELLE;PO;DE GRENELLE;48.847308, 2.277918
4276;75007;RUE DE GRENELLE;RUE;DE GRENELLE;48.85724, 2.318654
4277;75015;VILLA DE GRENELLE;VLA;DE GRENELLE;48.849112, 2.293683
4279;75002;COUR GRENETA;CO;GRENETA;48.865286, 2.350002
4280;75002;RUE GRENETA;RUE;GRENETA;48.865147, 2.350238
4280;75003;RUE GRENETA;RUE;GRENETA;48.865243, 2.351944
4288;75019;RUE GRESSET;RUE;GRESSET;48.890474, 2.377776
4302;75015;IMPASSE GRISEL;IMP;GRISEL;48.847941, 2.303328
4303;75011;CITE GRISET;CI;GRISET;48.866668, 2.378883
4308;75020;IMPASSE GROS;IMP;GROS;48.85579, 2.403925
4311;75007;PORT DU GROS CAILLOU;PRT;DU GROS CAILLOU;48.863063, 2.306054
4316;75020;RUE DU GROUPE MANOUCHIAN;RUE;GPE MANOUCHIAN;48.870074, 2.404262
4321;75018;RUE DE LA GUADELOUPE;RUE;DE LA GUADELOUPE;48.89069, 2.362235
4332;75011;RUE GUENOT;RUE;GUENOT;48.851255, 2.392243
4347;75011;PASSAGE GUILHEM;PAS;GUILHEM;48.861996, 2.379866
4350;75011;RUE GUILLAUME BERTRAND;RUE;G BERTRAND;48.863522, 2.380315
4352;75017;RUE GUILLAUME TELL;RUE;GUILLAUME TELL;48.884389, 2.294355
4359;75017;VILLA GUIZOT;VLA;GUIZOT;48.877044, 2.291491
4361;75016;RUE GUSTAVE COURBET;RUE;GUSTAVE COURBET;48.866705, 2.281352
4370;75014;RUE GUSTAVE LE BON;RUE;GUSTAVE LE BON;48.823638, 2.320657
4371;75011;PASSAGE GUSTAVE LEPEU;PAS;GUSTAVE LEPEU;48.85621, 2.387213
4375;75016;RUE GUSTAVE NADAUD;RUE;GUSTAVE NADAUD;48.859524, 2.274472
4378;75009;PLACE GUSTAVE TOUDOUZE;PL;GUSTAVE TOUDOUZE;48.879526, 2.337293
4385;75017;RUE GUTTIN;RUE;GUTTIN;48.89465, 2.315349
4387;75005;RUE GUY DE LA BROSSE;RUE;GUY DE LA BROSSE;48.845136, 2.355368
4389;75016;RUE GUY DE MAUPASSANT;RUE;G DE MAUPASSANT;48.862844, 2.273282
4406;75020;PLACE HENRI KRASUCKI;PL;HENRI KRASUCKI;48.872882, 2.389416
4425;75015;RUE DE L HARMONIE;RUE;DE L HARMONIE;48.832127, 2.30702
2270;75009;CITE CONDORCET;CI;CONDORCET;48.879548, 2.344778
2278;75012;RUE DU CONGO;RUE;DU CONGO;48.841395, 2.386384
2280;75016;RUE DU CONSEILLER COLLIGNON;RUE;CONS COLLIGNON;48.859438, 2.272834
2284;75018;RUE CONSTANCE;RUE;CONSTANCE;48.885684, 2.333343
2289;75008;RUE DE CONSTANTINOPLE;RUE;CONSTANTINOPLE;48.880163, 2.319857
2291;75018;PLACE CONSTANTIN PECQUEUR;PL;C PECQUEUR;48.888946, 2.338068
2311;75015;RUE COPREAUX;RUE;COPREAUX;48.84204, 2.306688
2313;75009;AVENUE DU COQ;AV;DU COQ;48.875575, 2.329783
2326;75015;RUE CORBON;RUE;CORBON;48.836099, 2.302988
2336;75016;IMPASSE CORNEILLE;IMP;CORNEILLE;48.844715, 2.262671
2340;75019;RUE DE LA CORREZE;RUE;DE LA CORREZE;48.883939, 2.395131
2344;75016;RUE CORTAMBERT;RUE;CORTAMBERT;48.86108, 2.279164
2353;75001;RUE DE LA COSSONNERIE;RUE;COSSONNERIE;48.861408, 2.34888
2388;75015;RUE COURNOT;RUE;COURNOT;48.840067, 2.29297
2395;75012;AVENUE COURTELINE;AV;COURTELINE;48.844082, 2.413207
2398;75011;PASSAGE COURTOIS;PAS;COURTOIS;48.856947, 2.386967
2402;75004;RUE DE LA COUTELLERIE;RUE;COUTELLERIE;48.857381, 2.350389
2406;75011;CITE DU COUVENT;CI;DU COUVENT;48.854641, 2.383908
2436;75019;PASSAGE DE CRIMEE;PAS;DE CRIMEE;48.892576, 2.373776
2440;75020;RUE CRISTINO GARCIA;RUE;CRISTINO GARCIA;48.849889, 2.414006
2441;75014;RUE CROCE SPINELLI;RUE;CROCE SPINELLI;48.83544, 2.316739
2448;75011;RUE DE LA CROIX FAUBIN;RUE;CROIX FAUBIN;48.858155, 2.385753
2453;75015;VILLA CROIX NIVERT;VLA;CROIX NIVERT;48.845636, 2.300168
2463;75012;IMPASSE CROZATIER;IMP;CROZATIER;48.848302, 2.380046
2466;75011;CITE DE CRUSSOL;CI;DE CRUSSOL;48.864248, 2.368357
2483;75005;RUE CUJAS;RUE;CUJAS;48.847474, 2.343342
2488;75016;RUE DE LA CURE;RUE;DE LA CURE;48.853243, 2.268122
2493;75019;VILLA CURIAL;VLA;CURIAL;48.891171, 2.370434
2494;75005;RUE CUVIER;RUE;CUVIER;48.845323, 2.357957
2499;75018;RUE CYRANO DE BERGERAC;RUE;CYRANO BERGERAC;48.890737, 2.342095
2504;75007;ESPLANADE DAVID BEN GOURION;ESP;BEN GOURION;
2505;75014;RUE DAGUERRE;RUE;DAGUERRE;48.834738, 2.327489
2509;75011;RUE DU DAHOMEY;RUE;DU DAHOMEY;48.851168, 2.38281
2517;75017;RUE DES DAMES;RUE;DES DAMES;48.883874, 2.321717
2518;75013;IMPASSE DAMESME;IMP;DAMESME;48.822431, 2.35564
2527;75018;RUE DAMREMONT;RUE;DAMREMONT;48.891749, 2.335023
2537;75007;AVENUE DANIEL LESUEUR;AV;DANIEL LESUEUR;48.847625, 2.317003
2541;75005;RUE DANTE;RUE;DANTE;48.851146, 2.346404
2551;75014;RUE DANVILLE;RUE;DANVILLE;48.834246, 2.327543
2559;75020;RUE DARCY;RUE;DARCY;48.870342, 2.405485
2567;75013;RUE DARMESTETER;RUE;DARMESTETER;48.82286, 2.375426
2575;75017;RUE DAUBIGNY;RUE;DAUBIGNY;48.885283, 2.308219
2578;75012;AVENUE DAUMESNIL;AV;DAUMESNIL;48.839708, 2.395485
2585;75018;PASSAGE DAUNAY;PAS;DAUNAY;48.895303, 2.328677
2588;75002;RUE DAUNOU;RUE;DAUNOU;48.869586, 2.331484
2598;75011;RUE DAVAL;RUE;DAVAL;48.854756, 2.370895
2603;75013;RUE DAVIEL;RUE;DAVIEL;48.828052, 2.344967
2620;75017;RUE DU DEBARCADERE;RUE;DU DEBARCADERE;48.877975, 2.287874
2622;75003;RUE DEBELLEYME;RUE;DEBELLEYME;48.861649, 2.363248
2628;75011;COUR DEBILLE;CO;DEBILLE;48.856097, 2.379582
2650;75018;IMPASSE DE LA DEFENSE;IMP;DE LA DEFENSE;48.885303, 2.327161
2654;75002;RUE DES DEGRES;RUE;DES DEGRES;48.869397, 2.35066
2668;75014;SQUARE DELAMBRE;SQ;DELAMBRE;48.840973, 2.327417
2670;75010;PASSAGE DELANOS;PAS;DELANOS;48.878043, 2.357396
2710;75007;PLACE DENYS COCHIN;PL;DENYS COCHIN;48.853755, 2.309777
2716;75014;RUE DEPARCIEUX;RUE;DEPARCIEUX;48.835549, 2.325865
2720;75019;RUE DU DEPARTEMENT;RUE;DU DEPARTEMENT;48.885936, 2.364249
2742;75012;RUE DESCOS;RUE;DESCOS;48.841088, 2.387894
2744;75007;RUE DESGENETTES;RUE;DESGENETTES;48.861754, 2.309724
2750;75010;PASSAGE DU DESIR;PAS;DU DESIR;48.873383, 2.356438
2751;75020;RUE DESIREE;RUE;DESIREE;48.864608, 2.392057
2752;75020;VILLA DESIREE;VLA;DESIREE;48.872746, 2.401848
2768;75013;RUE DU DESSOUS DES BERGES;RUE;DESS DES BERGES;48.827146, 2.374133
2778;75001;RUE DES DEUX BOULES;RUE;DES DEUX BOULES;48.85898, 2.346015
2788;75001;PASSAGE DES DEUX PAVILLONS;PAS;DEUX PAVILLONS;48.866158, 2.339161
2798;75020;RUE DEVERIA;RUE;DEVERIA;48.872254, 2.398802
2811;75018;RUE DIARD;RUE;DIARD;48.890895, 2.341438
2812;75019;SQUARE DU DIAPASON;SQ;DU DIAPASON;48.880662, 2.398196
2823;75020;PASSAGE DIEU;PAS;DIEU;48.856021, 2.4038
2825;75013;RUE DIEULAFOY;RUE;DIEULAFOY;48.82366, 2.354485
2834;75012;AVENUE DU DOCTEUR ARNOLD NETTER;AV;DR ARNOLD NETTER;48.844472, 2.405671
2838;75012;PLACE 19 MARS 1962;PL;19-mars-62;48.84712, 2.375437
2845;75013;RUE DU DOCTEUR CHARLES RICHET;RUE;DU DR CH RICHET;48.831983, 2.36427
2850;75015;RUE DU DOCTEUR FINLAY;RUE;DOCTEUR FINLAY;48.851886, 2.289316
2852;75016;RUE DU DOCTEUR GERMAIN SEE;RUE;DR GERMAIN SEE;48.853645, 2.280119
2860;75016;PLACE DU DOCTEUR HAYEM;PL;DU DOCTEUR HAYEM;48.852767, 2.275867
2882;75013;RUE DU DOCTEUR MAGNAN;RUE;DOCTEUR MAGNAN;48.826946, 2.361115
2894;75015;RUE DU DOCTEUR ROUX;RUE;DU DOCTEUR ROUX;48.840778, 2.311264
2902;75013;RUE DU DOCTEUR VICTOR HUTINEL;RUE;DU DR V HUTINEL;48.831701, 2.364697
2908;75005;RUE DOLOMIEU;RUE;DOLOMIEU;48.842705, 2.352419
2912;75015;PASSAGE DOMBASLE;PAS;DOMBASLE;48.836273, 2.300909
2913;75015;RUE DOMBASLE;RUE;DOMBASLE;48.835775, 2.299032
2939;75018;RUE DOUDEAUVILLE;RUE;DOUDEAUVILLE;48.888513, 2.353955
2960;75010;IMPASSE DU 49 FAUBOURG SAINT MARTIN;IMP;49 FBG ST MARTIN;48.871193, 2.356422
2974;75018;RUE DUC;RUE;DUC;48.892068, 2.343033
2976;75014;RUE DU CANGE;RUE;DU CANGE;48.834355, 2.314967
2987;75020;RUE DE LA DUEE;RUE;DE LA DUEE;48.871334, 2.396826
2993;75012;RUE DUGOMMIER;RUE;DUGOMMIER;48.839752, 2.391129
3000;75018;PASSAGE DUHESME;PAS;DUHESME;48.896021, 2.347552
3001;75018;RUE DUHESME;RUE;DUHESME;48.892746, 2.341799
3005;75020;RUE DULAURE;RUE;DULAURE;48.866404, 2.410054
3017;75019;RUE DES DUNES;RUE;DES DUNES;48.87578, 2.379168
3023;75009;RUE DUPERRE;RUE;DUPERRE;48.882047, 2.335669
3025;75003;CITE DUPETIT THOUARS;CI;DUPETIT THOUARS;48.865877, 2.362145
3030;75006;RUE DUPIN;RUE;DUPIN;48.849829, 2.325232
3059;75018;RUE DURANTIN;RUE;DURANTIN;48.886354, 2.336078
3061;75015;RUE DURANTON;RUE;DURANTON;48.839775, 2.286766
3077;75007;RUE DUROC;RUE;DUROC;48.847832, 2.313916
3852;75015;RUE FREDERIC MAGISSON;RUE;F MAGISSON;48.84214, 2.28906
3860;75005;RUE FREDERIC SAUTON;RUE;FREDERIC SAUTON;48.850871, 2.349049
9450;75011;RUE DES TROIS COURONNES;RUE;TROIS COURONNES;48.867639, 2.376022
9457;75011;IMPASSE DES TROIS SOEURS;IMP;DES TROIS SOEURS;48.858538, 2.377067
9462;75012;AVENUE DU TRONE;AV;DU TRONE;48.848127, 2.397922
9463;75011;PASSAGE DU TRONE;PAS;DU TRONE;48.849448, 2.398365
9466;75012;SQUARE TROUSSEAU;SQ;TROUSSEAU;48.833041, 2.399678
9485;75011;RUE DE TUNIS;RUE;DE TUNIS;48.850095, 2.395428
9490;75003;RUE DE TURBIGO;RUE;DE TURBIGO;48.864843, 2.353397
9497;75018;PARC DE LA TURLURE;PAR;DE LA TURLURE;48.890513, 2.341306
9498;75011;PASSAGE TURQUETIL;PAS;TURQUETIL;48.851535, 2.39269
9533;75005;RUE D ULM;RUE;D ULM;48.843447, 2.344766
9553;75007;PASSAGE DE L UNION;PAS;DE L UNION;48.856817, 2.30506
9554;75016;SQUARE DE L UNION;SQ;DE L UNION;48.867244, 2.287533
9597;75002;RUE D UZES;RUE;D UZES;48.87061, 2.344233
9606;75007;RUE VALADON;RUE;VALADON;48.856977, 2.305619
9609;75010;PLACE DE VALENCIENNES;PL;DE VALENCIENNES;48.878592, 2.354004
9629;75008;AVENUE DE VALOIS;AV;DE VALOIS;48.880353, 2.312492
9644;75007;CITE VANEAU;CI;VANEAU;48.854485, 2.319047
9646;75016;RUE VAN LOO;RUE;VAN LOO;48.84109, 2.267357
9651;75020;SQUARE DU VAR;SQ;DU VAR;48.848368, 2.412294
9656;75016;RUE DE VARIZE;RUE;DE VARIZE;48.841582, 2.257481
9663;75003;RUE VAUCANSON;RUE;VAUCANSON;48.866423, 2.356246
9671;75006;RUE DE VAUGIRARD;RUE;DE VAUGIRARD;48.844423, 2.31769
9677;75001;RUE VAUVILLIERS;RUE;VAUVILLIERS;48.861646, 2.34329
9678;75006;AVENUE VAVIN;AV;VAVIN;48.844034, 2.332605
9693;75001;RUE DE VENTADOUR;RUE;DE VENTADOUR;48.866863, 2.334357
9697;75016;PLACE DU VENEZUELA;PL;DU VENEZUELA;48.871703, 2.286692
9698;75009;PASSAGE VERDEAU;PAS;VERDEAU;48.873475, 2.34232
9703;75010;AVENUE DE VERDUN;AV;DE VERDUN;48.875976, 2.36096
9718;75007;RUE DE VERNEUIL;RUE;DE VERNEUIL;48.857975, 2.329184
9723;75018;CITE VERON;CI;VERON;48.884435, 2.33204
9726;75001;PASSAGE DES VERRIERES;PAS;DES VERRIERES;48.861068, 2.346211
9730;75003;PASSAGE DU VERTBOIS;PAS;DU VERTBOIS;48.867596, 2.356193
9731;75003;RUE DU VERTBOIS;RUE;DU VERTBOIS;48.867108, 2.357614
9736;75017;AVENUE DE VERZY;AV;DE VERZY;48.881244, 2.287521
9738;75019;SQUARE DU VEXIN;SQ;DU VEXIN;48.88173, 2.396927
9751;75015;SQUARE VICTOR;SQ;VICTOR;48.827298, 2.300481
9755;75020;RUE VICTOR DEJEANTE;RUE;VICTOR DEJEANTE;48.867133, 2.410047
9756;75015;RUE VICTOR DURUY;RUE;VICTOR DURUY;48.837024, 2.299116
9767;75016;VILLA VICTORIEN SARDOU;VLA;VICTORIEN SARDOU;48.843247, 2.26724
9772;75020;RUE VICTOR SEGALEN;RUE;VICTOR SEGALEN;48.860335, 2.406077
